Event Id,Investigation Type,Accident Number,Event Date,Location,Country,Latitude,Longitude,Airport Code,Airport Name,Injury Severity,Aircraft Damage,Aircraft Category,Registration Number,Make,Model,Amateur Built,Number of Engines,Engine Type,FAR Description,Schedule,Purpose of Flight,Air Carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase of Flight,Report Status,Publication Date,
20120904X70816 , Accident , ERA12WA544 , 08/25/2012 ," Agua Clara, Brazil ", Brazil ,-19.964444,-53.034722,  ,  , Fatal(1) , Destroyed , Airplane , PT-OKZ , CESSNA , 210N , No ,1,  ," Non-U.S., Non-Commercial ",  , Personal ,  ,1.0,,,,  ,  , Foreign , 09/12/2012 , 
20120817X22343 , Accident , ERA12WA512 , 08/12/2012 ," Marmara Sea, Turkey ", Turkey ,,,  ,  , Fatal(2) , Destroyed ,  , TC-SAS , CIRRUS , SR22 , No ,  ,  ," Non-U.S., Non-Commercial ",  , Instructional ,  ,2.0,,,, VMC ,  , Foreign , 08/21/2012 , 
20120802X42229 , Accident , CEN12WA506 , 08/02/2012 ," Santiago de Compostela, Spain ", Spain ,,, LEAS , Satiago de Compostela , Fatal(2) , Destroyed , Airplane , EC-IBA , CESSNA ,500, No ,  ,  ," Non-U.S., Non-Commercial ",  , Unknown ,  ,2.0,,,, VMC ,  , Foreign , 08/08/2012 , 
20120802X85728 , Accident , ANC12FA083 , 08/02/2012 ," Hoonah, AK ", United States ,58.259167,-135.119723,  ,  , Fatal(1) , Destroyed , Airplane , N8200M , PIPER , PA-32-301 , No ,1, Reciprocating , Part 135: Air Taxi & Commuter , NSCH ,  , AIR EXCURSIONS LLC (DBA: Air Excursions) ,1.0,,,, VMC ,  , Factual , 06/12/2013 , 
20120731X93859 , Accident , ERA12WA488 , 07/28/2012 ," Juiz de Fora, Brazil ", Brazil ,-21.800556,-43.389722, SBJF , Francisco De Assis , Fatal(8) , Destroyed ,  , PR-DOC , BEECH ,200, No ,  , Turbo Prop ," Non-U.S., Non-Commercial ",  , Unknown ,  ,8.0,,,, IMC ,  , Foreign , 08/08/2012 , 
20120716X64648 , Accident , ERA12WA457 , 07/16/2012 ," Nassau, Bahamas ", Bahamas ,25.833333,-77.7,  ,  , Fatal(2) , Destroyed , Airplane , N6703K , BEECH , B36TC , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,2.0,,,, IMC ,  , Foreign , 09/12/2012 , 
20120713X35355 , Accident , DCA12RA110 , 07/13/2012 ," Le Castellet, France ", France ,,, LFMQ , Le Castellet , Fatal(3) , Destroyed , Airplane , N823GA , GULFSTREAM , GIV , No ,2,  ," Non-U.S., Non-Commercial ",  , Positioning ,  ,3.0,,,, VMC ,  , Foreign , 08/13/2012 , 
20120712X13134 , Accident , ERA12WA446 , 07/11/2012 ," Sao Paulo, Brazil ", Brazil ,-23.522223,-46.688611,  ,  , Fatal(2) , Destroyed , Helicopter , PT-HOL , ROBINSON , R22 , No ,1,  ," Non-U.S., Non-Commercial ",  , Instructional ,  ,2.0,,,,  ,  , Foreign , 07/17/2012 , 
20130318X12918 , Accident , CEN12WA683 , 07/10/2012 ," Kemble, United Kingdom ", United Kingdom ,,,  ,  , Non-Fatal , Destroyed , Airplane , G-BZGK , North American Rockwell , OV-10B , No ,2, Turbo Prop ," Non-U.S., Non-Commercial ",  , Air Race/Show ,  ,,1.0,,,  ,  , Foreign , 04/23/2013 , 
20120713X54846 , Accident , ERA12WA451 , 07/06/2012 ," Espinosa Municipality, Brazil ", Brazil ,-14.722223,-43.169445,  ,  , Fatal(1) , Destroyed ,  , PT-ENG , EMBRAER , EMB820 , No ,  ,  ," Non-U.S., Non-Commercial ",  , Aerial Observation ,  ,1.0,,1.0,1.0,  ,  , Foreign , 07/17/2012 , 
20120702X51100 , Accident , CEN12WA412 , 06/29/2012 ," Lieser, Germany ", Germany ,49.916667,7.016667,  ,  , Fatal(1) , Destroyed , Helicopter , D-HLUX , HUGHES ,369, No ,  ,  ," Non-U.S., Non-Commercial ",  , Aerial Application ,  ,1.0,,,, VMC ,  , Foreign , 07/06/2012 , 
20120702X42254 , Accident , CEN12WA411 , 06/21/2012 ," Strasswalchen, Austria ", Austria ,47.983333,13.416667,  ,  , Fatal(2) , Destroyed ,  , OE-ATV , CESSNA ,150, No ,  ,  ," Non-U.S., Non-Commercial ",  , Personal ,  ,2.0,,,, VMC ,  , Foreign , 07/06/2012 , 
20120611X04859 , Accident , CEN12WA351 , 06/09/2012 ," Teisendorf, Germany ", Germany ,,,  ,  , Fatal(4) , Destroyed , Helicopter , OE-XKS , ROBINSON , R44 ,  ,1,  ," Non-U.S., Non-Commercial ", NSCH , Personal ,  ,4.0,,,, VMC ,  , Foreign , 06/22/2012 , 
20120613X32908 , Accident , CEN12WA365 , 06/08/2012 ," Caserio Las Msareas, Guatemala ", Guatemala ,14.620278,-92.154167,  ,  , Fatal(1) , Destroyed ,  ,  ,  ,  ,  ,  ,  ," Non-U.S., Non-Commercial ",  , Aerial Application ,  ,1.0,,,,  ,  , Foreign , 06/20/2012 , 
20120731X54608 , Accident , DCA12WA119 , 06/06/2012 ," Montevideo, Uruguay ", Uruguay ,,,  ,  , Fatal(2) , Destroyed ,  ,  ,  ,  ,  ,  ,  , Unknown ,  ,  ,  ,2.0,,,,  ,  , Foreign , 09/17/2012 , 
20120604X42152 , Accident , DCA12RA084 , 06/03/2012 ," Lagos, Nigeria ", Nigeria ,6.577223,3.321111,  ,  , Fatal(153) , Destroyed ,  , 5N-RAM , BOEING , MD-83 , No ,  ,  ," Non-U.S., Commercial ", SCHD ,  ,  ,153.0,,,,  ,  , Foreign , 09/13/2012 , 
20120605X71311 , Accident , ERA12WA383 , 06/02/2012 ," Sao Paulo, Brazil ", Brazil ,23.422223,-46.7075,  ,  , Fatal(1) , Destroyed ,  , PT-KRF , PIPER , PA-28R-200 , No ,  ,  ," Non-U.S., Non-Commercial ",  , Unknown ,  ,1.0,,,,  ,  , Foreign , 06/12/2012 , 
20120528X70400 , Accident , ERA12RA367A , 05/28/2012 ," Sumerduck, VA ", United States ,38.485833,-77.707222,  ,  , Fatal(2) , Destroyed , Airplane , N6658R , BEECH , V35B , No ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,2.0,1.0,,, VMC ,  , Foreign , 06/14/2012 , 
20120613X42546 , Accident , CEN12WA366 , 05/28/2012 ,  , United States ,,,  ,  , Fatal(4) , Destroyed , Airplane , PH-SKJ , CESSNA , 172M , No ,1,  , Unknown ,  ,  ,  ,4.0,,,,  ,  , Foreign , 06/22/2012 , 
20130130X74407 , Accident , CEN12WA682 , 05/24/2012 ," Eggschwand, Switzerland ", Switzerland ,46.572778,7.759444,  ,  , Fatal(3) , Destroyed ,  , HB-XPQ , AGUSTA BELL ,  , No ,  ,  ," Non-U.S., Non-Commercial ",  , Instructional ,  ,3.0,,,,  ,  , Foreign , 05/30/2013 , 
20120613X45545 , Accident , CEN12WA367 , 05/20/2012 ," Banja Luka, Bosnia And Herzegovina ", Bosnia And Herzegovina ,44.854722,17.222778, LQBZ , Sport Airfield Zaluzani , Fatal(1) , Destroyed , Airplane , E7-SEX , CESSNA ,  , No ,1, Reciprocating , Unknown ,  ,  ,  ,1.0,,,,  ,  , Foreign , 06/27/2012 , 
20120518X65127 , Accident , DCA12PA076 , 05/18/2012 ," Point Mugu, CA ", United States ,,, KNTD , Naval Air Station Point Mugu , Fatal(1) , Destroyed , Airplane , N329AX , HAWKER AIRCRAFT LTD , HAWKER HUNTER MK.58A , No ,1, Turbo Jet , Public Use ,  , PUBF ,  ,1.0,,,, VMC ,  , Preliminary , 06/10/2012 , 
20120514X81553 , Accident , DCA12WA071 , 05/09/2012 ," Mt. Salak, Indonesia ", Indonesia ,,, WIHH , Jakarta Halim , Fatal(4) , Destroyed , Airplane , RP97004 , SUKHOI , SJ100 ,  ,2, Turbo Fan ," Non-U.S., Commercial ", NSCH ,  ,  ,4.0,,,,  ,  , Foreign , 06/10/2012 , 
20120507X00611 , Accident , CEN12WA275 , 05/05/2012 ," Grand Case, France ", France ,,,  ,  , Fatal(4) , Destroyed , Airplane , F-GXES , PIPER , PA42 , No ,  , Turbo Prop ," Non-U.S., Non-Commercial ", NSCH , Business ,  ,4.0,,,,  ,  , Foreign , 05/08/2012 , 
20120814X12211 , Accident , ERA12WA504 , 05/04/2012 ," Tartu, Estonia ", Estonia ,58.3075,26.686944, EETU , Tartu Ulenurme Airport , Non-Fatal , Destroyed ,  , YL-MED , PIPER , PA-28-235 , No ,  , Reciprocating , Unknown ,  ,  ,  ,,,3.0,, VMC ,  , Foreign , 08/27/2012 , 
20120430X11129 , Accident , CEN12WA262 , 04/28/2012 ," Attalens, Fribourg, Switzerland ", Switzerland ,46.524445,6.858333,  ,  , Fatal(6) , Destroyed , Airplane , HB-PGA , PIPER , PA32R , No ,1, Reciprocating , Unknown ,  ,  ,  ,6.0,,,,  ,  , Foreign , 05/03/2012 , 
20120424X61351 , Accident , ERA12WA301 , 04/20/2012 ," MacapÌÁ, Brazil ", Brazil ,0.0075,-51.133611,  ,  , Fatal(2) , Destroyed , Airplane , PR-CRR , CESSNA , T206H , No ,  ,  ," Non-U.S., Non-Commercial ",  , Personal ,  ,2.0,,,,  ,  , Foreign , 04/30/2012 , 
20120427X01955 , Accident , DCA12RA065 , 04/20/2012 ," Islamabad, Pakistan ", Pakistan ,,, ISB , Islamabad Benazir Bhutto Int'l , Fatal(127) , Destroyed , Airplane , AP-BKC , BOEING ,737, No ,2,  ," Non-U.S., Commercial ", SCHD ,  ,  ,127.0,,,,  ,  , Foreign , 06/19/2012 , 
20121219X35209 , Accident , CEN12WA679 , 04/06/2012 ," Huy, Belgium ", Belgium ,,,  ,  , Fatal(1) , Destroyed , Helicopter , OO-DTZ , ROBINSON , R22 , No ,  , Reciprocating ," Non-U.S., Commercial ", NSCH ,  ,  ,1.0,,,, VMC ,  , Foreign , 01/16/2013 , 
20120405X54629 , Accident , CEN12LA231 , 04/05/2012 ," Ann Arbor, MI ", United States ,42.220278,-83.740555, ARB , Ann Arbor Municipal , Non-Fatal , Destroyed , Airplane , N75GX , REMOS ACFT GMBH FLUGZEUGBAU , REMOS GX , No ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,,1.0,,, VMC , TAKEOFF , Probable Cause , 04/25/2013 , 
20120323X64925 , Accident , ERA12WA249 , 03/22/2012 ," Puerto Aguiree, Chile ", Chile ,-45.156389,-73.186389,  ,  , Fatal(8) , Destroyed , Airplane , CC-AEB , BEECH ,300, No ,2,  ," Non-U.S., Commercial ", NSCH ,  ,  ,8.0,,,, VMC ,  , Foreign , 04/08/2012 , 
20120320X65632 , Accident , ERA12WA239 , 03/06/2012 ," Eliseu Martins, Brazil ", Brazil ,-7.814444,-43.745277,  ,  , Fatal(3) , Destroyed , Airplane , PT-NKS , PIPER , PA28R , No ,1, Reciprocating ," Non-U.S., Non-Commercial ",  , Personal ,  ,3.0,,,,  ,  , Foreign , 03/21/2012 , 
20120306X45142 , Accident , ERA12WA212 , 03/03/2012 ," Miranda, Venezuela ", Venezuela ,10.512222,-66.464722,  ,  , Fatal(1) , Destroyed ,  , YV105E , CESSNA , 172N , No ,  ,  ," Non-U.S., Non-Commercial ",  , Instructional ,  ,1.0,,,,  ,  , Foreign , 03/08/2012 , 
20120302X32033 , Accident , DCA12RA047 , 03/01/2012 ," Egelsbach, Germany ", Germany ,49.961111,-8.643611,  ,  , Fatal(5) , Destroyed ,  , N288CX , CESSNA ,750, No ,  ,  ," Non-U.S., Non-Commercial ",  , Business ,  ,5.0,,,,  ,  , Foreign , 03/14/2012 , 
20120302X14904 , Accident , CEN12WA178 , 02/25/2012 ," Torreon, Coahuila, Mexico, Mexico ", Mexico ,25.559444,-103.402778, MMTC , Torreon International , Fatal(1) , Destroyed , Airplane , N6YY , CESSNA , T210N , No ,1, Reciprocating , Unknown ,  ,  ,  ,1.0,,,, VMC ,  , Foreign , 03/19/2012 , 
20120904X40932 , Accident , DCA12WA137 , 02/21/2012 ," El Refugio, Mexico ", Mexico ,,,  ,  , Fatal(3) , Destroyed , Airplane , XC-PFB , ROCKWELL ,695, No ,  ,  , Part 91: General Aviation ,  , Personal ,  ,3.0,,,,  ,  , Foreign , 04/02/2013 , 
20120221X70432 , Accident , CEN12LA167 , 02/19/2012 ," Clarinda, IA ", United States ,40.705556,-95.049722,  ,  , Fatal(1) , Destroyed , Airplane , N215BD , CRAIN JAC A , BD-4 , Yes ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,1.0,,,, VMC ,  , Factual , 04/29/2013 , 
20120628X03954 , Accident , CEN12WA400 , 02/18/2012 ," Lahr, Germany ", Germany ,,,  ,  , Fatal(1) , Destroyed , Helicopter , D-HEDV ,  , Safari 400 , Yes ,1,  ," Non-U.S., Non-Commercial ",  , Personal ,  ,1.0,,,, VMC ,  , Foreign , 07/06/2012 , 
20120320X63919 , Accident , ERA12WA238 , 02/16/2012 ," Cameta, Brazil ", Brazil ,-2.241389,-49.551667,  ,  , Fatal(4) , Destroyed , Airplane , PT-LOU , BEECH , 95B55 ,  ,  ,  ," Non-U.S., Commercial ", NSCH ,  ,  ,4.0,,,,  ,  , Foreign , 04/08/2012 , 
20120214X93159 , Accident , CEN12WA155 , 02/11/2012 ," Coelbe-Bernsdorf, Germany ", Germany ,,,  ,  , Fatal(2) , Destroyed ,  ,  ,  ,  ,  ,  ,  ," Non-U.S., Non-Commercial ",  , Unknown ,  ,2.0,,,,  ,  , Foreign , 02/27/2012 , 
20120206X51100 , Accident , WPR12WA094 , 02/04/2012 ," Nowra, Australia ", Australia ,-34.8,150.633333,  ,  , Fatal(2) , Destroyed ,  , VH-COK , ROBINSON , R44 , No ,  , Reciprocating ," Non-U.S., Non-Commercial ",  , Aerial Observation ,  ,2.0,,,, VMC ,  , Foreign , 02/08/2012 , 
20120124X90813 , Accident , ERA12WA155 , 01/18/2012 ," Montana Auyantepui, Venezuela ", Venezuela ,5.997777,-62.579445,  ,  , Fatal(5) , Destroyed , Helicopter , YV1985 , BELL ,206, No ,1, Turbo Shaft ," Non-U.S., Non-Commercial ",  , Aerial Observation ,  ,5.0,,,, VMC ,  , Foreign , 01/27/2012 , 
20120127X82635 , Accident , ERA12WA159 , 01/14/2012 ," Mato Grosso, Brazil ", Brazil ,-16.038889,-57.595833,  ,  , Fatal(3) , Destroyed , Airplane , PR-RGF , BEECH , A36 , No ,1,  ," Non-U.S., Non-Commercial ",  , Personal ,  ,3.0,,,,  ,  , Foreign , 01/31/2012 , 
20120109X64751 , Accident , ERA12LA141 , 01/08/2012 ," Jefferson, GA ", United States ,34.172223,-83.556944, 19A , Jackson County Airport , Fatal(1) , Destroyed , Airplane , N4626 , BOWERS FLY BABY , 1-A , Yes ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,1.0,,,, VMC , TAKEOFF , Probable Cause , 04/10/2013 , 
20111226X15753 , Accident , ERA12MA122 , 12/26/2011 ," Green Cove Springs, FL ", United States ,29.881111,-81.755278,  ,  , Fatal(3) , Destroyed , Helicopter , N5016M , BELL , 206B , No ,1, Turbo Shaft , Part 135: Air Taxi & Commuter , NSCH ,  , SK Logistics Inc (DBA: SK Jets) ,3.0,,,, IMC , MANEUVERING , Probable Cause , 06/17/2013 , 
20111220X20005 , Accident , ERA12FA115 , 12/20/2011 ," Morristown, NJ ", United States ,40.776389,-74.476389,  ,  , Fatal(5) , Destroyed , Airplane , N731CA , SOCATA , TBM 700 , No ,1, Turbo Prop , Part 91: General Aviation ,  , Personal ,  ,5.0,,,, VMC , CLIMB , Probable Cause , 04/10/2013 , 
20111208X52528 , Accident , DCA12MA020 , 12/07/2011 ," Las Vegas, NV ", United States ,,, LAS , Las Vegas McCarren , Fatal(5) , Destroyed , Helicopter , N37SH , EUROCOPTER FRANCE , AS350B2 , No ,1, Turbo Shaft , Part 135: Air Taxi & Commuter , NSCH ,  , SUNDANCE HELICOPTERS INC ,5.0,,,, VMC ,  , Probable Cause , 02/20/2013 , 
20120403X51953 , Accident , CEN12WA223 , 11/10/2011 ," Cottens, Switzerland ", Switzerland ,46.760278,7.041666,  ,  , Fatal(1) , Destroyed , Airplane , HB-LOT , PIPER , PA-31 , No ,  , Reciprocating ," Non-U.S., Non-Commercial ",  , Unknown ,  ,1.0,,,, IMC ,  , Foreign , 04/06/2012 , 
20111025X10819 , Accident , WPR12FA020B , 10/25/2011 ," St. Paul, OR ", United States ,45.295555,-122.955278,  ,  , Fatal(1) , Destroyed , Airplane , N5938S , BEECH , V35 , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,1.0,,,2.0, VMC ,  , Factual , 05/07/2013 , 
20111020X45259 , Accident , ENG12WA002 , 10/13/2011 ," Madang, Papua New Guinea, Papua New Guinea ", Papua New Guinea ,,,  ,  , Fatal(28) , Destroyed ,  , P2-MCJ , DE HAVILLAND , DHC8 , No ,  ,  ," Non-U.S., Commercial ", SCHD ,  ,  ,28.0,2.0,2.0,,  ,  , Foreign , 10/02/2012 , 
20110901X34119 , Accident , ERA11FA480 , 08/31/2011 ," Provincetown, MA ", United States ,42.067778,-70.224445, PVC , Provincetown Municipal Airport , Fatal(1) , Destroyed , Airplane , N6249C , PIPER , PA-28-181 , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,1.0,1.0,,, VMC , TAKEOFF , Probable Cause , 04/10/2013 , 
20110821X13149 , Accident , DCA11RA097 , 08/20/2011 ," Resolute, Canada ", Canada ,74.718889,-94.918611,  ,  , Unavailable , Destroyed , Airplane , CGNWN , BOEING ,737, No ,2,  ," Non-U.S., Commercial ", NSCH ,  ,  ,,,,,  ,  , Foreign , 08/22/2011 , 
20110819X13147 , Accident , ERA11WA464 , 08/17/2011 ," Finca Arrayanes, Colombia ", Colombia ,4.852778,-73.952222, SKGY , Aeropuerto El Guaymaral , Fatal(2) , Destroyed , Airplane , HK2597G , CESSNA ,152, No ,1,  ," Non-U.S., Non-Commercial ",  , Instructional ,  ,2.0,,,, VMC ,  , Foreign , 08/23/2011 , 
20110815X33908 , Accident , CEN11LA573B , 08/13/2011 ," Conroe, TX ", United States ,30.9025,-95.581667,  ,  , Fatal(1) , Destroyed , Airplane , N189DK , KNAB DOUGLAS J , RV-8 , Yes ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,1.0,,1.0,,  , MANEUVERING , Probable Cause , 06/28/2012 , 
20110804X33944 , Accident , DCA11WA094 , 08/03/2011 ," Bitung, Indonesia ", Indonesia ,,,  ,  , Fatal(10) , Destroyed ,  , PK-FUG , BELL ,412,  ,  ,  ," Non-U.S., Commercial ", SCHD ,  ,  ,10.0,,,,  ,  , Foreign , 11/22/2011 , 
20110731X10847 , Accident , ANC11FA071B , 07/30/2011 ," Talkeetna, AK ", United States ,62.181667,-150.506667,  ,  , Fatal(4) , Destroyed , Airplane , N5214E , CESSNA , 180B , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,4.0,,,1.0, VMC ,  , Factual , 05/21/2013 , 
20110728X25504 , Accident , DCA11RA087 , 07/27/2011 ," Jeju Island, Korea, Republic Of "," Korea, Republic Of ",,,  ,  , Unavailable , Destroyed , Airplane , HL-7604 , BOEING ,747, No ,4,  ," Non-U.S., Commercial ", SCHD ,  ,  ,,,,,  ,  , Foreign , 08/22/2011 , 
20110712X90048 , Accident , CEN11WA471 , 07/08/2011 ," Undrom, Sweden ", Sweden ,,,  ,  , Fatal(1) , Destroyed , Airplane , SE-CKC , PIPER , PA18 ,  ,  ,  ," Non-U.S., Non-Commercial ",  , Personal ,  ,1.0,,,,  ,  , Foreign , 09/16/2011 , 
20110707X92201 , Accident , CEN11WA458A , 07/04/2011 ," Shoreham, United Kingdom ", United Kingdom ,50.835555,-0.297222,  ,  , Fatal(1) , Destroyed , Airplane , G-RVGC , VANS , RV6 , Yes ,1,  ," Non-U.S., Non-Commercial ",  , Unknown ,  ,1.0,,,2.0, VMC ,  , Foreign , 07/27/2011 , 
20110624X33918 , Accident , WPR11CA308 , 07/02/2011 ," Enumclaw, WA ", United States ,47.013056,-121.535, 21W , Ranger Station , Non-Fatal , Destroyed , Airplane , N23TT , PIPER , PA-18 , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,,,2.0,, VMC , LANDING , Probable Cause , 10/04/2011 , 
20110702X75951 , Accident , CEN11FA436 , 06/30/2011 ," Ottumwa, IA ", United States ,,, OTM , Ottumwa Regional Airport , Fatal(1) , Destroyed , Airplane , N773RY , Ray Aerial Spraying , 773 Racer , Yes ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,1.0,,,, VMC , CRUISE , Probable Cause , 01/22/2013 , 
20110627X90719 , Accident , CEN11LA421 , 06/22/2011 ," Ranger, TX ", United States ,32.4525,-98.682778, F23 , Ranger Municipal , Fatal(2) , Destroyed , Airplane , N6524R , ULTRALIGHT AMERICA , SPITFIRE II , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,2.0,,,, VMC , TAKEOFF , Probable Cause , 06/12/2013 , 
20110619X03558 , Accident , CEN11FA401 , 06/19/2011 ," Columbus, OH ", United States ,38.8,-82.917778, LCK , Rickenbacker Int'l Airport , Fatal(2) , Destroyed , Airplane , N526PG , CIRRUS DESIGN CORP , SR22 , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,2.0,,,, IMC ,  , Preliminary , 06/29/2011 , 
20110620X70250 , Accident , CEN11WA407 , 06/17/2011 ," Mont Agel, France ", France ,43.773889,7.434444,  ,  , Fatal(2) , Destroyed , Airplane , G-AYZE , PIPER , PA-39 , No ,  ,  ," Non-U.S., Non-Commercial ",  , Personal ,  ,2.0,,,, IMC ,  , Foreign , 07/01/2011 , 
20110620X20126 , Accident , CEN11LA404 , 06/16/2011 ," Athleimer, AR ", United States ,34.319723,-91.841111,  ,  , Non-Fatal , Destroyed , Airplane , N30902 , AYRES CORPORATION , S2R-T34 , No ,1, Turbo Prop , Part 137: Agricultural ,  , Aerial Application ,  ,,,1.0,,  ,  , Preliminary , 06/29/2011 , 
20110614X61304 , Accident , ERA11CA343 , 06/14/2011 ," Covington, GA ", United States ,33.626111,-83.841666, 9A1 , Convington Municipal Airport , Non-Fatal , Destroyed , Airplane , N6026P , CESSNA , 172S , No ,1, Reciprocating , Part 91: General Aviation , NSCH , Instructional ,  ,,,,1.0, VMC , TAKEOFF , Probable Cause , 09/19/2011 , 
20110601X74842 , Accident , ERA11FA321 , 05/30/2011 ," Ellijay, GA ", United States ,34.741666,-84.351667,  ,  , Fatal(4) , Destroyed , Airplane , N29MW , BEECH , V35 , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,4.0,,,, VMC ,  , Preliminary , 06/10/2011 , 
20110525X85612 , Accident , ERA11FA312 , 05/25/2011 ," Murphy, NC ", United States ,35.188055,-84.153611,  ,  , Fatal(4) , Destroyed , Airplane , N77AR , BEECH ,58, No ,2, Reciprocating , Part 135: Air Taxi & Commuter , NSCH ,  , FRIENDSHIP FLYING SERVICE INC ,4.0,,,, VMC ,  , Preliminary , 06/06/2011 , 
20110524X01429 , Accident , ERA11WA308 , 05/23/2011 ," Norte de Santander, Colombia ", Colombia ,7.926111,-72.821389,  ,  , Fatal(2) , Destroyed , Helicopter , HK4448 , BELL , 206L-3 , No ,  ,  ," Non-U.S., Non-Commercial ",  , Unknown ,  ,2.0,,,,  ,  , Foreign , 06/09/2011 , 
20110520X03914 , Accident , DCA11RA059 , 05/18/2011 ," Los Menucos, Argentina ", Argentina ,,,  ,  , Fatal(21) , Destroyed ,  , LV-CEJ , SAAB ,340, No ,  , Turbo Prop ," Non-U.S., Commercial ", SCHD ,  ,  ,21.0,,,,  ,  , Foreign , 06/24/2011 , 
20110525X93131 , Accident , ERA11WA310 , 05/16/2011 ," Sao Pedro, Brazil ", Brazil ,-22.428889,-47.886666,  ,  , Fatal(4) , Destroyed , Airplane , PT-IFS , PIPER , PA-34-200 , No ,1,  ," Non-U.S., Non-Commercial ",  , Instructional ,  ,4.0,,,,  ,  , Foreign , 06/10/2011 , 
20110505X90031 , Accident , CEN11FA324 , 05/07/2011 ," Conroe, TX ", United States ,30.363056,-95.413611, KCXO , Lone Star Executive Airport , Fatal(2) , Destroyed , Airplane , N913RA , WOODWARD HAROLD L , RAVIN 500 , Yes ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,2.0,,,, VMC , TAKEOFF , Probable Cause , 04/10/2013 , 
20110501X72207 , Accident , CEN11FA312 , 05/01/2011 ," Elephant Butte, NM ", United States ,33.233889,-107.243889, TCS , Truth or Consequences Muni , Fatal(1) , Destroyed , Airplane , N89MM , COMBS EARL W , KITFOX SPEEDSTER , Yes ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,1.0,,,, VMC , CRUISE , Probable Cause , 01/22/2013 , 
20110503X02028 , Accident , ERA11WA276 , 04/26/2011 ," Sulmona, Italy ", Italy ,42.029723,13.949166,  ,  , Fatal(2) , Destroyed , Helicopter , I-ETEC , ROBINSON , R22 , No ,1,  ," Non-U.S., Non-Commercial ",  , Aerial Observation ,  ,2.0,,,,  ,  , Foreign , 05/04/2011 , 
20110422X50707 , Accident , CEN11FA302 , 04/22/2011 ," Topeka, KS ", United States ,39.123056,-95.588055, TOP , Philip Billard Municipal , Fatal(4) , Destroyed , Airplane , N580EA , BEECH ,58, No ,2, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,4.0,,,, IMC , GO-AROUND , Probable Cause , 12/05/2012 , 
20110426X00245 , Accident , ERA11WA265 , 04/21/2011 ," Manaus, Brazil ", Brazil ,-3.041111,-60.050556, SBEG , Eduardo Gomes Airport , Fatal(7) , Destroyed , Airplane , PT-EFS , EMBRAER , EMB-810C , No ,2,  ," Non-U.S., Commercial ", NSCH ,  ,  ,7.0,,,,  ,  , Foreign , 04/27/2011 , 
